,val_loss,val_accuracy,loss,accuracy
0,1.508501410484314,0.375,1.5265065371388136,0.28282827138900757
1,1.5033929347991943,0.375,1.5190745507827912,0.28282827138900757
2,1.4969907999038696,0.375,1.5128969809021613,0.28282827138900757
3,1.4905061721801758,0.375,1.505976540873749,0.28282827138900757
4,1.4851192235946655,0.375,1.4989751565335976,0.28282827138900757
5,1.47951340675354,0.375,1.4925181564658578,0.28282827138900757
6,1.4739701747894287,0.375,1.486351166108642,0.28282827138900757
7,1.4677579402923584,0.375,1.4799740820220022,0.28282827138900757
8,1.4630937576293945,0.375,1.473083785688034,0.28282827138900757
9,1.4576733112335205,0.375,1.4674495350230823,0.28282827138900757
10,1.453077793121338,0.375,1.4617028615691445,0.28282827138900757
11,1.4470524787902832,0.375,1.4563674529393513,0.28282827138900757
12,1.4426414966583252,0.375,1.4500349790158897,0.28282827138900757
13,1.4375412464141846,0.375,1.4446816010908647,0.28282827138900757
14,1.4325029850006104,0.375,1.4387509858969487,0.28282827138900757
15,1.4267734289169312,0.375,1.4329137958661475,0.28282827138900757
16,1.4210350513458252,0.375,1.4265490156231504,0.28282827138900757
17,1.415434718132019,0.375,1.4204708446155896,0.28282827138900757
18,1.4092952013015747,0.375,1.4142403915675,0.28282827138900757
19,1.4050666093826294,0.375,1.4078910982970037,0.28282827138900757
20,1.4010276794433594,0.375,1.403373612297906,0.28282827138900757
21,1.397042155265808,0.375,1.3988139671508713,0.28282827138900757
22,1.3916358947753906,0.375,1.3940451939900715,0.28282827138900757
23,1.386275291442871,0.375,1.3883484144403477,0.28282827138900757
24,1.3817133903503418,0.375,1.382706136414499,0.28282827138900757
25,1.3765809535980225,0.375,1.3776955953752152,0.28282827138900757
26,1.3707841634750366,0.375,1.3719506649055866,0.3636363744735718
27,1.3665084838867188,0.375,1.3657755803580236,0.42424243688583374
28,1.3621881008148193,0.375,1.3607544116299561,0.42424243688583374
29,1.3580200672149658,0.375,1.3559809465600987,0.42424243688583374
30,1.353086233139038,0.375,1.3511301857052427,0.42424243688583374
31,1.3483383655548096,0.375,1.3459095750192198,0.42424243688583374
32,1.3442410230636597,0.375,1.3406651393331663,0.42424243688583374
33,1.3394843339920044,0.375,1.3361036416256067,0.42424243688583374
34,1.335052490234375,0.375,1.3311948824410487,0.42424243688583374
35,1.3299758434295654,0.375,1.3260913593600494,0.42424243688583374
36,1.3255360126495361,0.375,1.3206002579794989,0.42424243688583374
37,1.321602463722229,0.375,1.3156056584733906,0.42424243688583374
38,1.3177199363708496,0.375,1.31154444362178,0.42424243688583374
39,1.3145751953125,0.375,1.3075120250384014,0.42424243688583374
40,1.31105375289917,0.375,1.3040589274782124,0.42424243688583374
41,1.306899070739746,0.375,1.2998465058779476,0.42424243688583374
42,1.3028151988983154,0.375,1.295165601402822,0.42424243688583374
43,1.2996041774749756,0.375,1.2906354834335019,0.42424243688583374
44,1.2956405878067017,0.375,1.286686679329535,0.42424243688583374
45,1.2923872470855713,0.375,1.2821891849691218,0.42424243688583374
46,1.2889143228530884,0.375,1.2784689183187004,0.42424243688583374
47,1.2860066890716553,0.375,1.274869750846516,0.42424243688583374
48,1.282630443572998,0.375,1.2720003946863039,0.42424243688583374
49,1.280120849609375,0.375,1.2683866331071565,0.42424243688583374
50,1.277146816253662,0.375,1.265294925130979,0.42424243688583374
51,1.274224042892456,0.375,1.2616153762798117,0.42424243688583374
52,1.2713534832000732,0.375,1.2580145645623255,0.42424243688583374
53,1.2683758735656738,0.375,1.254432580687783,0.42424243688583374
54,1.2656221389770508,0.375,1.251015462056555,0.42424243688583374
55,1.2616221904754639,0.375,1.247527509024649,0.42424243688583374
56,1.2600069046020508,0.375,1.2431820751440645,0.42424243688583374
57,1.257283329963684,0.375,1.2399443315737175,0.42424243688583374
58,1.2554311752319336,0.375,1.2368003629674815,0.42424243688583374
59,1.2532622814178467,0.375,1.2339725187330535,0.42424243688583374
60,1.250349521636963,0.375,1.231364470539671,0.42424243688583374
61,1.247838020324707,0.375,1.2279278413213865,0.42424243688583374
62,1.2449333667755127,0.375,1.2249089792521313,0.42424243688583374
63,1.2431645393371582,0.375,1.2213735104811312,0.42424243688583374
64,1.2416285276412964,0.375,1.2189262659862787,0.42424243688583374
65,1.2395281791687012,0.375,1.2164446717560893,0.42424243688583374
66,1.2372980117797852,0.375,1.2135002697357025,0.42424243688583374
67,1.2359304428100586,0.375,1.2107361446727405,0.42424243688583374
68,1.2339245080947876,0.375,1.2082755637891365,0.42424243688583374
69,1.2318514585494995,0.375,1.2055380669507114,0.42424243688583374
70,1.2292428016662598,0.375,1.202854128799053,0.42424243688583374
71,1.2267183065414429,0.375,1.1997570750689266,0.42424243688583374
72,1.223878026008606,0.375,1.1966893552529692,0.42424243688583374
73,1.2221399545669556,0.375,1.1932403379016452,0.42424243688583374
74,1.220069408416748,0.375,1.1907656758722633,0.42424243688583374
75,1.2182681560516357,0.375,1.187808790592232,0.42424243688583374
76,1.2163747549057007,0.375,1.1855188198763915,0.42424243688583374
77,1.2153226137161255,0.375,1.182709110505653,0.42424243688583374
78,1.2145538330078125,0.375,1.180828738092172,0.42424243688583374
79,1.2136478424072266,0.375,1.1789654577621307,0.42424243688583374
80,1.211904764175415,0.375,1.1771099603537358,0.42424243688583374
81,1.2102800607681274,0.375,1.1744288627547448,0.42424243688583374
82,1.2096948623657227,0.375,1.171926042648277,0.42424243688583374
83,1.2085094451904297,0.375,1.1702324838349314,0.42424243688583374
84,1.2080435752868652,0.375,1.1675770138249253,0.42424243688583374
85,1.2076730728149414,0.375,1.1654102874524666,0.42424243688583374
86,1.2074601650238037,0.375,1.1633704081930296,0.42424243688583374
87,1.2072205543518066,0.375,1.1613421452165855,0.42424243688583374
88,1.2078874111175537,0.375,1.1593274690888145,0.42424243688583374
89,1.2076988220214844,0.375,1.1578121751245827,0.42424243688583374
90,1.2151833772659302,0.375,1.155865116552873,0.42424243688583374
91,1.215361475944519,0.375,1.1539703294484303,0.42424243688583374
92,1.2157368659973145,0.375,1.151690534871034,0.42424243688583374
93,1.2154853343963623,0.375,1.1496902776486946,0.42424243688583374
94,1.2149806022644043,0.375,1.1476241109347103,0.42424243688583374
95,1.214397668838501,0.375,1.1456377409925365,0.42424243688583374
96,1.21309232711792,0.375,1.143625061921399,0.42424243688583374
97,1.1541156768798828,0.375,1.1418607933352691,0.42424243688583374
98,1.152454137802124,0.375,1.140318797092245,0.42424243688583374
99,1.1505060195922852,0.375,1.1383870864155317,0.42424243688583374
